Time (s),Counter (),coil1 (V),coil2 (V)
0.036600,0.060248,-0.031498,0.055446
0.036700,0.063439,-0.034091,0.048474
0.036800,0.057058,-0.034429,0.048154
0.036900,0.057058,-0.037424,0.041743
0.037000,0.060248,-0.040516,0.045109
0.037100,0.066630,-0.043608,0.038458
0.037200,0.060248,-0.045380,0.043667
0.037300,0.057058,-0.049567,0.038778
0.037400,0.060248,-0.054962,0.028682
0.037500,0.063439,-0.058666,0.031166
0.037600,0.063439,-0.065188,0.015380
0.037700,0.060248,-0.071372,0.000956
0.037800,0.060248,-0.080970,0.010732
0.037900,0.060248,-0.086574,-0.006096
0.038000,0.057058,-0.092678,-0.011064
0.038100,0.057058,-0.095834,-0.006897
0.038200,0.057058,-0.099748,-0.010904
0.038300,0.063439,-0.099087,-0.016113
0.038400,0.057058,-0.100021,-0.020039
0.038500,0.063439,-0.101825,-0.018917
0.038600,0.063439,-0.102791,-0.026770
0.038700,0.066630,-0.105481,-0.019639
0.038800,0.063439,-0.105964,-0.027572
0.038900,0.060248,-0.105561,-0.028934
0.039000,0.057058,-0.103790,-0.032780
0.039100,0.066630,-0.107011,-0.029896
0.039200,0.057058,-0.105529,-0.038630
0.039300,0.053867,-0.106721,-0.036306
0.039400,0.057058,-0.106817,-0.037348
0.039500,0.057058,-0.109958,-0.040794
0.039600,0.060248,-0.110296,-0.041996
0.039700,0.053867,-0.112438,-0.041274
0.039800,0.063439,-0.111858,-0.053054
0.039900,0.066630,-0.109909,-0.057702
0.040000,0.057058,-0.107832,-0.056900
0.040100,0.066630,-0.107236,-0.065555
0.040200,0.060248,-0.108685,-0.073889
0.040300,0.063439,-0.110441,-0.084226
0.040400,0.050677,-0.111793,-0.092800
0.040500,0.063439,-0.109909,-0.099771
0.040600,0.060248,-0.109024,-0.091357
0.040700,0.057058,-0.103419,-0.096246
0.040800,0.057058,-0.102517,-0.091197
0.040900,0.057058,-0.101825,-0.089034
0.041000,0.057058,-0.102952,-0.089194
0.041100,0.053867,-0.104482,-0.087511
0.041200,0.057058,-0.103307,-0.089755
0.041300,0.060248,-0.098894,-0.089354
0.041400,0.060248,-0.095947,-0.090476
0.041500,0.063439,-0.093370,-0.086950
0.041600,0.053867,-0.094610,-0.094322
0.041700,0.063439,-0.096028,-0.090316
0.041800,0.053867,-0.096430,-0.086950
0.041900,0.063439,-0.095496,-0.089675
0.042000,0.057058,-0.092646,-0.094162
0.042100,0.066630,-0.089344,-0.097127
0.042200,0.053867,-0.087492,-0.096165
0.042300,0.053867,-0.088265,-0.091999
0.042400,0.053867,-0.089393,-0.095845
0.042500,0.063439,-0.088652,-0.090957
0.042600,0.057058,-0.087347,-0.087992
0.042700,0.060248,-0.083096,-0.095524
0.042800,0.060248,-0.079569,-0.095284
0.042900,0.057058,-0.078490,-0.097528
0.043000,0.060248,-0.078313,-0.101134
0.043100,0.057058,-0.076026,-0.088713
0.043200,0.063439,-0.074287,-0.088152
0.043300,0.063439,-0.072499,-0.080219
0.043400,0.053867,-0.069085,-0.083905
0.043500,0.053867,-0.064383,-0.088553
0.043600,0.060248,-0.061854,-0.091197
0.043700,0.060248,-0.059874,-0.086550
0.043800,0.057058,-0.059020,-0.080700
0.043900,0.053867,-0.058779,-0.075732
0.044000,0.053867,-0.054769,-0.072927
0.044100,0.060248,-0.052788,-0.077254
0.044200,0.057058,-0.051177,-0.076853
0.044300,0.060248,-0.051854,-0.070763
0.044400,0.063439,-0.049647,-0.075812
0.044500,0.060248,-0.046974,-0.079979
0.044600,0.060248,-0.044156,-0.065795
0.044700,0.053867,-0.043190,-0.075651
0.044800,0.063439,-0.039743,-0.075732
0.044900,0.057058,-0.037875,-0.071805
0.045000,0.060248,-0.033994,-0.071885
0.045100,0.057058,-0.026522,-0.072687
