Time (s),Counter (),coil1 (V),coil2 (V)
0.050800,0.053867,3.846464,-4.127486
0.050900,0.063439,3.884065,-4.109058
0.051000,0.060248,3.923253,-4.203281
0.051100,0.057058,3.908974,-4.319458
0.051200,0.060248,3.864550,-4.366089
0.051300,0.057058,3.806483,-4.325227
0.051400,0.053867,3.778242,-4.192865
0.051500,0.050677,3.752858,-4.066914
0.051600,0.053867,3.890252,-4.067234
0.051700,0.060248,3.812512,-3.923335
0.051800,0.053867,3.792362,-3.944808
0.051900,0.060248,3.763963,-3.956346
0.052000,0.053867,3.702405,-3.912118
0.052100,0.060248,3.601184,-3.918207
0.052200,0.063439,3.448082,-3.973011
0.052300,0.066630,3.278639,-4.054094
0.052400,0.057058,3.116653,-4.135017
0.052500,0.066630,2.967042,-4.224754
0.052600,0.053867,2.836628,-4.315452
0.052700,0.060248,2.698757,-4.397817
0.052800,0.060248,2.511703,-4.451499
0.052900,0.060248,2.248019,-4.488835
0.053000,0.063439,1.893585,-4.516878
0.053100,0.053867,1.494410,-4.471689
0.053200,0.060248,1.137279,-4.298306
0.053300,0.057058,0.874230,-4.025090
0.053400,0.053867,0.698599,-3.723832
0.053500,0.057058,0.563584,-3.457026
0.053600,0.060248,0.454113,-3.200476
0.053700,0.060248,0.348607,-2.888641
0.053800,0.060248,0.243261,-2.522164
0.053900,0.057058,0.130616,-2.156648
0.054000,0.057058,0.024793,-1.859876
0.054100,0.060248,-0.072779,-1.626401
0.054200,0.069820,-0.158770,-1.435070
0.054300,0.060248,-0.235876,-1.278512
0.054400,0.057058,-0.306953,-1.137017
0.054500,0.057058,-0.391199,-1.000008
0.054600,0.053867,-0.475444,-0.898414
0.054700,0.060248,-0.571589,-0.805633
0.054800,0.057058,-0.668210,-0.715896
0.054900,0.053867,-0.728022,-0.604206
0.055000,0.063439,-0.874302,-0.556454
0.055100,0.053867,-0.982187,-0.488350
0.055200,0.050677,-1.109110,-0.415279
0.055300,0.060248,-1.267606,-0.333074
0.055400,0.063439,-1.464655,-0.237408
0.055500,0.060248,-1.698988,-0.156325
0.055600,0.069820,-1.992499,-0.045436
