Time (s),Counter (),coil1 (V),coil2 (V)
0.029200,0.057058,4.383509,-1.064426
0.029300,0.066630,4.447606,-1.206723
0.029400,0.060248,4.449351,-1.355910
0.029500,0.060248,4.407625,-1.514070
0.029600,0.053867,4.340038,-1.688576
0.029700,0.057058,4.290220,-1.924134
0.029800,0.060248,4.282288,-2.213534
0.029900,0.057058,4.308466,-2.527292
0.030000,0.060248,4.325759,-2.798424
0.030100,0.057058,4.278321,-2.951297
0.030200,0.050677,4.152984,-2.984787
0.030300,0.060248,3.986556,-2.938798
0.030400,0.057058,3.879781,-2.919248
0.030500,0.053867,3.875815,-2.942003
0.030600,0.063439,3.965613,-3.015394
0.030700,0.060248,4.115224,-3.130129
0.030800,0.066630,4.193441,-3.268579
0.030900,0.063439,4.189951,-3.429464
0.031000,0.060248,4.171864,-3.573684
0.031100,0.060248,4.151874,-3.645633
0.031200,0.060248,4.182970,-3.665984
0.031300,0.060248,4.269278,-3.664221
0.031400,0.060248,4.344004,-3.662298
0.031500,0.060248,4.360187,-3.713737
0.031600,0.057058,4.314178,-3.803633
0.031700,0.057058,4.230725,-3.905548
0.031800,0.057058,4.172023,-4.002976
0.031900,0.060248,4.196932,-4.016918
0.032000,0.063439,4.269754,-3.958268
0.032100,0.060248,4.327346,-3.891126
0.032200,0.057058,4.302754,-3.906830
0.032300,0.057058,4.221047,-3.989035
0.032400,0.050677,4.105229,-4.070599
0.032500,0.050677,4.047162,-4.128768
0.032600,0.057058,4.070008,-4.130050
0.032700,0.057058,4.149652,-4.079894
0.032800,0.057058,4.190586,-4.028135
0.032900,0.060248,4.164090,-4.040954
0.033000,0.063439,4.069691,-4.118032
0.033100,0.057058,3.941498,-4.196230
0.033200,0.050677,3.858204,-4.214338
0.033300,0.057058,3.858363,-4.170591
0.033400,0.057058,3.910402,-4.109058
0.033500,0.063439,3.929123,-4.080855
0.033600,0.063439,3.895329,-4.109539
0.033700,0.060248,3.835358,-4.181488
0.033800,0.057058,3.791411,-4.239496
0.033900,0.063439,3.773324,-4.257604
0.034000,0.060248,3.668929,-4.134697
0.034100,0.057058,3.766978,-4.186296
0.034200,0.057058,3.814415,-4.245585
0.034300,0.060248,3.795218,-4.322663
0.034400,0.053867,3.737468,-4.404868
0.034500,0.050677,3.653857,-4.371377
0.034600,0.053867,3.526775,-4.238375
0.034700,0.060248,3.371769,-4.066273
0.034800,0.057058,3.202644,-3.878147
0.034900,0.060248,3.046369,-3.767578
0.035000,0.063439,2.911354,-3.761649
0.035100,0.060248,2.782209,-3.798666
0.035200,0.060248,2.625458,-3.777193
0.035300,0.060248,2.407467,-3.643229
0.035400,0.060248,2.097139,-3.471448
0.035500,0.060248,1.709229,-3.334760
0.035600,0.060248,1.327347,-3.268579
0.035700,0.060248,1.011466,-3.252715
0.035800,0.057058,0.795696,-3.297904
0.035900,0.060248,0.649734,-3.342291
0.036000,0.057058,0.523286,-3.346938
0.036100,0.057058,0.414449,-3.312326
0.036200,0.060248,0.307833,-3.276912
0.036300,0.060248,0.198520,-3.231563
0.036400,0.060248,0.091587,-3.168908
0.036500,0.053867,-0.018519,-3.073242
0.036600,0.057058,-0.103875,-2.992640
0.036700,0.050677,-0.185107,-2.914441
